SystemTime,ipAdress,symmetric,multiPointRelay,multiPointRelaySelector,willingness,twoHopNeighborCount
1466418837,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466418863,10.0.0.4,TRUE,TRUE,TRUE,3,1
1466418863,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466418863,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466418863,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466418894,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466418894,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466418894,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466418894,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466418925,10.0.0.4,TRUE,TRUE,TRUE,3,1
1466418925,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466418925,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466418925,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466418956,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466418956,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466418956,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466418956,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466418987,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466418987,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466418987,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466418987,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419013,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419013,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419013,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419013,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419044,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419044,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419044,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419044,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419075,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419075,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419075,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419075,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419106,10.0.0.4,TRUE,TRUE,TRUE,3,1
1466419106,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419106,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419106,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419163,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419163,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419163,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419163,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419194,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419194,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419194,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419194,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419225,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419225,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419225,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419225,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419256,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419256,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419256,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419256,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419282,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419282,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419282,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419282,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419313,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419313,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419313,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419313,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419344,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419344,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419344,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419344,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419375,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419375,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419375,10.0.0.6,TRUE,FALSE,TRUE,3,2
1466419375,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419406,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419406,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419406,10.0.0.6,TRUE,FALSE,TRUE,3,2
1466419406,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419432,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419432,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419432,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419432,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419463,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419463,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419463,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419463,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419494,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419494,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419494,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419494,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419525,10.0.0.4,FALSE,FALSE,FALSE,3,0
1466419525,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419525,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419525,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419556,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419556,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419556,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419582,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419582,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419582,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419613,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419613,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419613,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419644,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419644,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419644,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419675,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419675,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419675,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419706,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419706,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419706,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419763,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419763,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419763,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419794,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419794,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419794,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419825,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419825,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419825,10.0.0.6,TRUE,FALSE,FALSE,3,1
1466419825,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419856,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419856,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419856,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419856,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419882,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419882,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466419882,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419882,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419913,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419913,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419913,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419913,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419944,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419944,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419944,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419944,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466419975,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466419975,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466419975,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466419975,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420006,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420006,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420006,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420006,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420037,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420037,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420037,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420037,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420063,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420063,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420063,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420063,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420094,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420094,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420094,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420094,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420125,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420125,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420125,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420125,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420157,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420157,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420157,10.0.0.6,FALSE,FALSE,FALSE,3,0
1466420157,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420188,10.0.0.4,TRUE,TRUE,TRUE,3,1
1466420188,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420188,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420213,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420213,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420213,10.0.0.6,FALSE,FALSE,FALSE,3,1
1466420213,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420244,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420244,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420244,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420244,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420276,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420276,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420276,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420276,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420307,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420307,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420307,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420307,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420333,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420333,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420333,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420333,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420364,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420364,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420364,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420364,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420395,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420395,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420395,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420395,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420426,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420426,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420426,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420426,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420457,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420457,10.0.0.5,TRUE,FALSE,TRUE,3,3
1466420457,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420457,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420483,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420483,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420483,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420483,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420514,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420514,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466420514,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420514,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420545,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420545,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466420545,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420545,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420576,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420576,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420576,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420576,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420607,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420607,10.0.0.5,TRUE,FALSE,TRUE,3,3
1466420607,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420607,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420633,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420633,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420633,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420633,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420664,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420664,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420664,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420664,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420695,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420695,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420695,10.0.0.6,FALSE,FALSE,FALSE,3,0
1466420695,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420726,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420726,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420726,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420726,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420757,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420757,10.0.0.5,TRUE,TRUE,FALSE,3,3
1466420757,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420757,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420783,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420783,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420783,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420783,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420814,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420814,10.0.0.5,TRUE,TRUE,TRUE,3,3
1466420814,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420814,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420845,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420845,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466420845,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420845,10.0.0.2,TRUE,TRUE,TRUE,3,2
1466420876,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420876,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420876,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420876,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420907,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420907,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466420907,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420907,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420964,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420964,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420964,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420964,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466420995,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466420995,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466420995,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466420995,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421026,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421026,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421026,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421026,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421057,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421057,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421057,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421057,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421114,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421114,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421114,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421114,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421145,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421145,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421145,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421145,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421176,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421176,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421176,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421176,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421207,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421207,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421207,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421207,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421233,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421233,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466421233,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421233,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421264,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421264,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466421264,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421264,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421295,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421295,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421295,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421295,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421326,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421326,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421326,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421326,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421357,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421357,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421357,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421357,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421383,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421383,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421383,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421383,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421414,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421414,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421414,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421414,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421445,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421445,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421445,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421445,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421476,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421476,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421476,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421476,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421507,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421507,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466421507,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421507,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421533,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421533,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421533,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421533,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421564,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421564,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421564,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421564,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421595,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421595,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421595,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421595,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421626,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421626,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421626,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421626,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421657,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421657,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421657,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421657,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421683,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421683,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421683,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421683,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421714,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421714,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421714,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421714,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421745,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421745,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421745,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421745,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421776,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421776,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421776,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421776,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421807,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421807,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421807,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421807,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421833,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421833,10.0.0.5,TRUE,FALSE,TRUE,3,2
1466421833,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421833,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421864,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421864,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421864,10.0.0.6,TRUE,FALSE,TRUE,3,1
1466421864,10.0.0.2,TRUE,TRUE,TRUE,3,1
1466421895,10.0.0.4,TRUE,FALSE,TRUE,3,1
1466421895,10.0.0.5,TRUE,TRUE,TRUE,3,2
1466421895,10.0.0.6,TRUE,FALSE,TRUE,3,1
